key:ID,source,local_id,title,author_list,last_updated,publication_year,url,doi,license,size,type
researchgraph.org/nci/f8300_6211_2994_1736,nci.org.au,f8300_6211_2994_1736,ACCESS1-0 model output prepared for CMIP5 rcp45,CSIRO and BoM,11/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f8300_6211_2994_1736,10.1594/WDCC/CMIP5.CSA0r4,https://pcmdi.llnl.gov/mips/cmip5/terms-of-use.html ,,dataset
researchgraph.org/nci/f3446_7648_10000_750,nci.org.au,f3446_7648_10000_750,ACCESS1-0 model output prepared for CMIP5 rcp85,CSIRO and BoM,11/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f3446_7648_10000_750,10.1594/WDCC/CMIP5.CSA0r8,https://pcmdi.llnl.gov/mips/cmip5/terms-of-use.html ,,dataset
researchgraph.org/nci/f7335_1342_3351_6005,nci.org.au,f7335_1342_3351_6005,CSIRO-Mk3-6-0 model output prepared for CMIP5,Commonwealth Scientific and Industrial Research Organization/Queensland Climate Change Centre of Excellence (CSIRO-QCCCE),11/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f7335_1342_3351_6005,,https://pcmdi.llnl.gov/mips/cmip5/terms-of-use.html ,,dataset
researchgraph.org/nci/f5104_8755_8082_1139,nci.org.au,f5104_8755_8082_1139,CSIRO-Mk3-6-0 model output prepared for CMIP5 1pctCO2,Commonwealth Scientific and Industrial Research Organization/Queensland Climate Change Centre of Excellence (CSIRO-QCCCE),11/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f5104_8755_8082_1139,10.1594/WDCC/CMIP5.CQMKc1,https://pcmdi.llnl.gov/mips/cmip5/terms-of-use.html ,,dataset
researchgraph.org/nci/f7492_6391_2169_6011,nci.org.au,f7492_6391_2169_6011,CSIRO-Mk3-6-0 model output prepared for CMIP5 abrupt4xCO2,Commonwealth Scientific and Industrial Research Organization/Queensland Climate Change Centre of Excellence (CSIRO-QCCCE),11/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f7492_6391_2169_6011,10.1594/WDCC/CMIP5.CQMKc2,https://pcmdi.llnl.gov/mips/cmip5/terms-of-use.html ,,dataset
researchgraph.org/nci/f7041_9211_4946_5025,nci.org.au,f7041_9211_4946_5025,CSIRO-Mk3-6-0 model output prepared for CMIP5 amip,Commonwealth Scientific and Industrial Research Organization/Queensland Climate Change Centre of Excellence (CSIRO-QCCCE),11/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f7041_9211_4946_5025,10.1594/WDCC/CMIP5.CQMKam,https://pcmdi.llnl.gov/mips/cmip5/terms-of-use.html ,,dataset
researchgraph.org/nci/f3672_1534_2351_3207,nci.org.au,f3672_1534_2351_3207,CSIRO-Mk3-6-0 model output prepared for CMIP5 historical,Commonwealth Scientific and Industrial Research Organization/Queensland Climate Change Centre of Excellence (CSIRO-QCCCE),11/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f3672_1534_2351_3207,10.1594/WDCC/CMIP5.CQMKhi,https://pcmdi.llnl.gov/mips/cmip5/terms-of-use.html ,,dataset
researchgraph.org/nci/f8965_7881_4235_8476,nci.org.au,f8965_7881_4235_8476,CSIRO-Mk3-6-0 model output prepared for CMIP5 historicalGHG,Commonwealth Scientific and Industrial Research Organization/Queensland Climate Change Centre of Excellence (CSIRO-QCCCE),11/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f8965_7881_4235_8476,10.1594/WDCC/CMIP5.CQMKhg,https://pcmdi.llnl.gov/mips/cmip5/terms-of-use.html ,,dataset
researchgraph.org/nci/f4189_4456_7483_1658,nci.org.au,f4189_4456_7483_1658,CSIRO-Mk3-6-0 model output prepared for CMIP5 historicalNat,Commonwealth Scientific and Industrial Research Organization/Queensland Climate Change Centre of Excellence (CSIRO-QCCCE),11/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f4189_4456_7483_1658,10.1594/WDCC/CMIP5.CQMKhn,https://pcmdi.llnl.gov/mips/cmip5/terms-of-use.html ,,dataset
researchgraph.org/nci/f4868_5048_8964_3522,nci.org.au,f4868_5048_8964_3522,CSIRO-Mk3-6-0 model output prepared for CMIP5 midHolocene,Commonwealth Scientific and Industrial Research Organization/Queensland Climate Change Centre of Excellence (CSIRO-QCCCE),11/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f4868_5048_8964_3522,10.1594/WDCC/CMIP5.CQMKmh,https://pcmdi.llnl.gov/mips/cmip5/terms-of-use.html ,,dataset
researchgraph.org/nci/f6946_9470_6588_4731,nci.org.au,f6946_9470_6588_4731,CSIRO-Mk3-6-0 model output prepared for CMIP5 rcp26,Commonwealth Scientific and Industrial Research Organization/Queensland Climate Change Centre of Excellence (CSIRO-QCCCE),11/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f6946_9470_6588_4731,10.1594/WDCC/CMIP5.CQMKr2,https://pcmdi.llnl.gov/mips/cmip5/terms-of-use.html ,,dataset
researchgraph.org/nci/f5323_9527_2057_9046,nci.org.au,f5323_9527_2057_9046,CSIRO-Mk3-6-0 model output prepared for CMIP5 rcp45,Commonwealth Scientific and Industrial Research Organization/Queensland Climate Change Centre of Excellence (CSIRO-QCCCE),11/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f5323_9527_2057_9046,10.1594/WDCC/CMIP5.CQMKr4,https://pcmdi.llnl.gov/mips/cmip5/terms-of-use.html ,,dataset
researchgraph.org/nci/f7710_6537_7396_4995,nci.org.au,f7710_6537_7396_4995,CSIRO-BOM ACCESS1-0 model output prepared for CMIP5,CSIRO and BoM,11/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f7710_6537_7396_4995,,https://pcmdi.llnl.gov/mips/cmip5/terms-of-use.html ,,dataset
researchgraph.org/nci/f7448_2157_9857_1076,nci.org.au,f7448_2157_9857_1076,CSIRO-BOM ACCESS1-3 model output prepared for CMIP5,CSIRO and BoM,11/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f7448_2157_9857_1076,,https://pcmdi.llnl.gov/mips/cmip5/terms-of-use.html ,,dataset
researchgraph.org/nci/f3525_9322_8600_7716,nci.org.au,f3525_9322_8600_7716,Coupled Model Intercomparison Project (CMIP5),,11/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f3525_9322_8600_7716,http://cmip-pcmdi.llnl.gov/cmip5/citation.html,http://dapds00.nci.org.au/thredds/fileServer/licenses/rr3_licence.txt,,dataset
researchgraph.org/nci/f3208_7368_7105_9213,nci.org.au,f3208_7368_7105_9213,APS2 access-sy research experiment c2ns NWP data,,22/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f3208_7368_7105_9213,,,,dataset
researchgraph.org/nci/f3964_5021_9156_3265,nci.org.au,f3964_5021_9156_3265,Experimental APS2 ACCESS-TC Tropical system,,22/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f3964_5021_9156_3265,,,,dataset
researchgraph.org/nci/f7846_9740_6054_8291,nci.org.au,f7846_9740_6054_8291,Plots of APS2 access-dn,,22/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f7846_9740_6054_8291,,,,dataset
researchgraph.org/nci/f7322_4624_6986_4680,nci.org.au,f7322_4624_6986_4680,Australian Geophysical Data Collection,,22/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f7322_4624_6986_4680,,,,dataset
researchgraph.org/nci/ddeb0fc4-32e3-4913-80f2-f4249b17a925,nci.org.au,ddeb0fc4-32e3-4913-80f2-f4249b17a925,Geophysical Data Collection - Airborne Geophysics,,24/10/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/ddeb0fc4-32e3-4913-80f2-f4249b17a925,,,,dataset
researchgraph.org/nci/0a83ee36-d332-4669-a9fc-dfa7cec5c703,nci.org.au,0a83ee36-d332-4669-a9fc-dfa7cec5c703,Australian National Geophysical Data Collection,,22/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/0a83ee36-d332-4669-a9fc-dfa7cec5c703,,,,dataset
researchgraph.org/nci/f3633_7369_2730_8213,nci.org.au,f3633_7369_2730_8213,MODIS Terra and Aqua Australasian L1B Data,,5/10/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f3633_7369_2730_8213,,,,dataset
researchgraph.org/nci/f6934_4289_3542_5068,nci.org.au,f6934_4289_3542_5068,Experimental APS2 ACCESS Global Ensemble System,,22/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f6934_4289_3542_5068,,,,dataset
researchgraph.org/nci/f5432_8250_4158_5237,nci.org.au,f5432_8250_4158_5237,Plots of APS2 access-r,,22/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f5432_8250_4158_5237,,,,dataset
researchgraph.org/nci/f2906_8460_2406_4715,nci.org.au,f2906_8460_2406_4715,Plots of APS2 access-bn,,22/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f2906_8460_2406_4715,,,,dataset
researchgraph.org/nci/f8403_9263_3610_5368,nci.org.au,f8403_9263_3610_5368,Plots of APS2 access-g,,22/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f8403_9263_3610_5368,,,,dataset
researchgraph.org/nci/f7095_4235_1852_7459,nci.org.au,f7095_4235_1852_7459,APS2 access-vt research experiment bnmv NWP data,,22/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f7095_4235_1852_7459,,,,dataset
researchgraph.org/nci/f1976_1042_6132_9705,nci.org.au,f1976_1042_6132_9705,Plots of APS2 access-g,,22/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f1976_1042_6132_9705,,,,dataset
researchgraph.org/nci/f0238_7453_6420_1489,nci.org.au,f0238_7453_6420_1489,APS2 access-sy research experiment bnms NWP data,,22/09/2017,2017,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f0238_7453_6420_1489,,,,dataset
researchgraph.org/nci/f8014_6457_2710_9529,nci.org.au,f8014_6457_2710_9529,Atmospheric reanalysis products,,27/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f8014_6457_2710_9529,,,,dataset
researchgraph.org/nci/cdde955a-e9ab-4f29-ad0a-efc1e6caf0c1,nci.org.au,cdde955a-e9ab-4f29-ad0a-efc1e6caf0c1,"McArthur Forest Fire Danger Index: NARCliM dataset: ~10km resolution, 1990-2009 period, CSIRO-MK3.0 and R1 ensemble member",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/cdde955a-e9ab-4f29-ad0a-efc1e6caf0c1,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/a460138f-74d8-476f-81c8-05675da46270,nci.org.au,a460138f-74d8-476f-81c8-05675da46270,"McArthur Forest Fire Danger Index: NARCliM dataset: ~10km resolution, 1990-2009 period, MIROC3.2 and R3 ensemble member",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/a460138f-74d8-476f-81c8-05675da46270,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/5e1e0ad3-cd12-4632-b0b4-77be29834f43,nci.org.au,5e1e0ad3-cd12-4632-b0b4-77be29834f43,"McArthur Forest Fire Danger Index: NARCliM dataset: ~10km resolution, 1990-2009 period, CCCMA3.1 and R3 ensemble member",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/5e1e0ad3-cd12-4632-b0b4-77be29834f43,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/dbe84850-a658-4548-8831-561e0a267250,nci.org.au,dbe84850-a658-4548-8831-561e0a267250,"McArthur Forest Fire Danger Index: NARCliM dataset: ~10km resolution, 2060-2079 period, ECHAM5 and R3 ensemble member",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/dbe84850-a658-4548-8831-561e0a267250,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/35970653-9b60-4060-a274-11851fccbfe2,nci.org.au,35970653-9b60-4060-a274-11851fccbfe2,"Annual 1976-2005 mean precipitation of driest month: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/35970653-9b60-4060-a274-11851fccbfe2,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/6fd79f2b-928b-4b01-ac4d-27dd7dae6309,nci.org.au,6fd79f2b-928b-4b01-ac4d-27dd7dae6309,"McArthur Forest Fire Danger Index: NARCliM dataset: ~50km resolution, 1990-2009 period, ECHAM5 and R2 ensemble member",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/6fd79f2b-928b-4b01-ac4d-27dd7dae6309,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/b47ad7e6-f7a9-4963-97ba-73e7b9fe99fc,nci.org.au,b47ad7e6-f7a9-4963-97ba-73e7b9fe99fc,"McArthur Forest Fire Danger Index: NARCliM dataset: ~10km resolution, 2060-2079 period, ECHAM5 and R1 ensemble member",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/b47ad7e6-f7a9-4963-97ba-73e7b9fe99fc,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/0da0f3a6-1bfb-4e11-ab62-1afba112e3c0,nci.org.au,0da0f3a6-1bfb-4e11-ab62-1afba112e3c0,"Photosynthetically active radiation: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage, 1970-2012",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/0da0f3a6-1bfb-4e11-ab62-1afba112e3c0,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/19f99fad-f743-49c5-b9ed-3af1de3f81cd,nci.org.au,19f99fad-f743-49c5-b9ed-3af1de3f81cd,"Annual 1976-2005 mean precipitation of driest quarter: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/19f99fad-f743-49c5-b9ed-3af1de3f81cd,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/efb5cd58-88ca-4237-a63f-6d41b73d750f,nci.org.au,efb5cd58-88ca-4237-a63f-6d41b73d750f,"Daily top layer soil moisture (~0-10 cm) relative wetness, 97.5th percentile of the ensemble of model estimates: AWRA 0.5, 0.05 degree, Australian Coverage, 2000-2011",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/efb5cd58-88ca-4237-a63f-6d41b73d750f,,http://www.csiro.au/en/About/Footer/Copyright,,dataset
researchgraph.org/nci/eaefd806-833c-4ecc-9877-f080c92769cb,nci.org.au,eaefd806-833c-4ecc-9877-f080c92769cb,"Monthly class A pan evaporation: ANUClimate 1.0, 0.01 degree, Australian Coverage, 1970-2014",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/eaefd806-833c-4ecc-9877-f080c92769cb,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/c1a8b451-b122-470c-ac93-0f5bea44469b,nci.org.au,c1a8b451-b122-470c-ac93-0f5bea44469b,"Daily root-zone soil moisture (0-1 m soil layer), 2.5th percentile of the ensemble of model estimates: AWRA 0.5, 0.05 degree, Australian Coverage, 2000-2011",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/c1a8b451-b122-470c-ac93-0f5bea44469b,,http://www.csiro.au/en/About/Footer/Copyright,,dataset
researchgraph.org/nci/8bb0ace4-8773-45a5-bda1-e0f4c64f1249,nci.org.au,8bb0ace4-8773-45a5-bda1-e0f4c64f1249,"McArthur Forest Fire Danger Index: NARCliM dataset: ~50km resolution, 1990-2009 period, MIROC3.2 and R2 ensemble member",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/8bb0ace4-8773-45a5-bda1-e0f4c64f1249,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/9b172fad-b175-418d-8935-ae55807d4ac4,nci.org.au,9b172fad-b175-418d-8935-ae55807d4ac4,"McArthur Forest Fire Danger Index: NARCliM dataset: ~50km resolution, 2020-2039 period, CCCMA3.1 and R2 ensemble member",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/9b172fad-b175-418d-8935-ae55807d4ac4,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/5f4befbf-32c3-433a-abe3-37af552541fb,nci.org.au,5f4befbf-32c3-433a-abe3-37af552541fb,"Daily top layer soil moisture (~0-10 cm) relative wetness, 2.5th percentile of the ensemble of model estimates: AWRA 0.5, 0.05 degree, Australian Coverage, 2000-2011",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/5f4befbf-32c3-433a-abe3-37af552541fb,,http://www.csiro.au/en/About/Footer/Copyright,,dataset
researchgraph.org/nci/77edb301-5b04-4dbc-9c2e-518b2690e627,nci.org.au,77edb301-5b04-4dbc-9c2e-518b2690e627,"McArthur Forest Fire Danger Index: NARCliM dataset: ~50km resolution, 1990-2009 period, ECHAM5 and R1 ensemble member",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/77edb301-5b04-4dbc-9c2e-518b2690e627,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/68505fd9-3d2f-413e-996a-19b95278cde3,nci.org.au,68505fd9-3d2f-413e-996a-19b95278cde3,"Mean temperature of driest quarter: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage, 1970-2012",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/68505fd9-3d2f-413e-996a-19b95278cde3,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/4f96c0bd-05e1-4e28-910a-e2ea293d96a9,nci.org.au,4f96c0bd-05e1-4e28-910a-e2ea293d96a9,"McArthur Forest Fire Danger Index: NARCliM dataset: ~10km resolution, 1990-2009 period, NNRP and R3 ensemble member",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/4f96c0bd-05e1-4e28-910a-e2ea293d96a9,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/7433fc49-df2f-4828-843d-a460f5813941,nci.org.au,7433fc49-df2f-4828-843d-a460f5813941,"Annual 1976-2005 mean maximum temperature of warmest month: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/7433fc49-df2f-4828-843d-a460f5813941,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/41c7bd7e-ab6d-4991-b234-21e81942a541,nci.org.au,41c7bd7e-ab6d-4991-b234-21e81942a541,"Lowest period radiation: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage, 1970-2012",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/41c7bd7e-ab6d-4991-b234-21e81942a541,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/514968b2-9d47-4b73-a42f-907e1c32231e,nci.org.au,514968b2-9d47-4b73-a42f-907e1c32231e,"Digital elevation model: ANUClimate 1.0, 0.01 degree, Australian Coverage, 1970-2012",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/514968b2-9d47-4b73-a42f-907e1c32231e,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/d458f3be-89d0-4fbc-a505-4abea14f9a88,nci.org.au,d458f3be-89d0-4fbc-a505-4abea14f9a88,"Monthly daily maximum temperature: ANUClimate 1.0, 0.01 degree, Australian Coverage, 1970-2014",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/d458f3be-89d0-4fbc-a505-4abea14f9a88,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/dd876e34-2e95-442d-b370-b906319acc9f,nci.org.au,dd876e34-2e95-442d-b370-b906319acc9f,"Monthly daily average vapour pressure: ANUClimate 1.0, 0.01 degree, Australian Coverage, 1970-2012",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/dd876e34-2e95-442d-b370-b906319acc9f,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/b00fed6f-6bc2-4cf0-830e-2bdbba22307a,nci.org.au,b00fed6f-6bc2-4cf0-830e-2bdbba22307a,"McArthur Forest Fire Danger Index: NARCliM dataset: ~50km resolution, 2020-2039 period, CSIRO-MK3.0 and R2 ensemble member",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/b00fed6f-6bc2-4cf0-830e-2bdbba22307a,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/aaa1ecab-ea53-470a-b3ad-e4783b88f2c8,nci.org.au,aaa1ecab-ea53-470a-b3ad-e4783b88f2c8,"McArthur Forest Fire Danger Index: NARCliM dataset: ~50km resolution, 1970-1989 period, NNRP and R3 ensemble member",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/aaa1ecab-ea53-470a-b3ad-e4783b88f2c8,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/04482c2e-655b-4848-91ae-6a71b54af3fa,nci.org.au,04482c2e-655b-4848-91ae-6a71b54af3fa,"McArthur Forest Fire Danger Index: NARCliM dataset: ~10km resolution, 1990-2009 period, NNRP and R2 ensemble member",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/04482c2e-655b-4848-91ae-6a71b54af3fa,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/ec70b41d-8874-46f2-85ba-7329c718fb1e,nci.org.au,ec70b41d-8874-46f2-85ba-7329c718fb1e,"McArthur Forest Fire Danger Index: NARCliM dataset: ~10km resolution, 2020-2039 period, MIROC3.2 and R2 ensemble member",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/ec70b41d-8874-46f2-85ba-7329c718fb1e,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/97e2db9c-10ff-4a0e-bb50-f776480e5bcf,nci.org.au,97e2db9c-10ff-4a0e-bb50-f776480e5bcf,"Annual 1976-2005 mean temperature annual range: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/97e2db9c-10ff-4a0e-bb50-f776480e5bcf,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/dd793f3a-d2b6-4b38-b72d-ebc88205c3cd,nci.org.au,dd793f3a-d2b6-4b38-b72d-ebc88205c3cd,"Annual isothermality (annual mean diurnal range - temperature annual range) (* 100): eMAST-R-Package 2.0, 0.01 degree, Australian Coverage, 1970-2012",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/dd793f3a-d2b6-4b38-b72d-ebc88205c3cd,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/041efcbf-c840-40a6-8db6-7a1ad7309c1d,nci.org.au,041efcbf-c840-40a6-8db6-7a1ad7309c1d,"Number of days less than 0 degrees Celsius: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage, 1970-2012",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/041efcbf-c840-40a6-8db6-7a1ad7309c1d,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/3e940352-47ef-4bf2-b972-dc81cfb69344,nci.org.au,3e940352-47ef-4bf2-b972-dc81cfb69344,"McArthur Forest Fire Danger Index: NARCliM dataset: ~50km resolution, 1950-1969 period, NNRP and R3 ensemble member",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/3e940352-47ef-4bf2-b972-dc81cfb69344,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/f83112c7-a238-49ff-bd5d-1fef0065f60c,nci.org.au,f83112c7-a238-49ff-bd5d-1fef0065f60c,"Precipitation of wettest quarter: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage, 1970-2012",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/f83112c7-a238-49ff-bd5d-1fef0065f60c,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/a7f460c5-220a-4b39-b8b3-ecc16db68cbd,nci.org.au,a7f460c5-220a-4b39-b8b3-ecc16db68cbd,"Annual 1976-2005 mean of mean temperature of coldest quarter: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage, 1970-2012",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/a7f460c5-220a-4b39-b8b3-ecc16db68cbd,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/326e93e7-de7d-48f7-951a-655aef72d4f0,nci.org.au,326e93e7-de7d-48f7-951a-655aef72d4f0,"Daily average canopy conductance, 97.5th percentile of the ensemble of model estimates. AWRA 0.5, 0.05 degree, Australian Coverage, 2000-2011",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/326e93e7-de7d-48f7-951a-655aef72d4f0,,http://www.csiro.au/en/About/Footer/Copyright,,dataset
researchgraph.org/nci/d128bb4f-586f-4264-bd31-a774a7ac440f,nci.org.au,d128bb4f-586f-4264-bd31-a774a7ac440f,"Daily total precipitation: ANUClimate 1.0, 0.01 degree, Australian Coverage, 1970-2014",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/d128bb4f-586f-4264-bd31-a774a7ac440f,,https://creativecommons.org/licenses/by/4.0/,,dataset
researchgraph.org/nci/acda11b4-9b24-4cab-b9b1-8ed80c5c526e,nci.org.au,acda11b4-9b24-4cab-b9b1-8ed80c5c526e,"Monthly temperature seasonality (standard deviation *100): eMAST-R-Package 2.0, 0.01 degree, Australian Coverage, 1970-2012",,25/10/2016,2016,https://geonetwork.nci.org.au/geonetwork/srv/eng/catalog.search#/metadata/acda11b4-9b24-4cab-b9b1-8ed80c5c526e,,https://creativecommons.org/licenses/by/4.0/,,dataset
